1312396945.90187	40	44.72	45	"Control"
1312396946.85789	40	42.63	39.29	"Silicon"
1312396947.81385	40	41.52	35.88	
1312396948.76985	40	40.84	33.96	
1312396949.72588	40	40.42	32.84	
1312396950.68186	40	40.1	32.3	
1312396951.63785	40	39.88	32.11	
1312396952.59386	40	39.73	32.16	
1312396953.55386	40	39.63	32.37	
1312396954.51385	40	39.56	32.63	
1312396955.5699	40	39.52	32.95	
1312396956.52589	40	39.5	33.32	
1312396957.48188	40	39.48	33.65	
1312396958.43788	40	39.48	33.99	
1312396959.39387	40	39.48	34.32	
1312396960.34989	40	39.49	34.68	
1312396961.30986	40	39.51	35	
1312396962.26986	40	39.51	35.27	
1312396963.22586	40	39.52	35.55	
1312396964.18186	40	39.53	35.8	
1312396965.13785	40	39.54	36.07	
1312396966.23389	40	39.55	36.35	
1312396967.18988	40	39.56	36.6	
1312396968.14588	40	39.56	36.83	
1312396969.10196	40	39.57	37.05	
1312396970.05786	40	39.58	37.25	
1312396971.01388	40	39.66	37.47	
1312396971.96987	40	39.75	37.71	
1312396972.92588	40	39.74	37.91	
1312396973.88189	40	39.75	38.12	
1312396974.83793	40	39.81	38.31	
1312396975.9108	40	39.83	38.48	
1312396976.86987	40	39.85	38.64	
1312396977.82587	40	39.86	38.78	
1312396978.78189	40	39.9	38.86	
1312396979.7379	40	39.9	38.9	
1312396980.69388	40	39.91	39.02	
1312396981.64986	40	39.92	39.12	
1312396982.60587	40	39.92	39.16	
1312396983.56186	40	39.93	39.17	
1312396984.51785	40	39.95	39.2	
1312396985.47386	40	39.93	39.22	
1312396986.57389	40	39.93	39.25	
1312396987.52988	40	39.97	39.28	
1312396988.48988	40	39.95	39.3	
1312396989.44987	40	39.97	39.35	
1312396990.40588	40	39.97	39.36	
1312396991.36187	40	39.96	39.37	
1312396992.31785	40	39.98	39.4	
1312396993.27386	40	39.97	39.37	
1312396994.22986	40	39.97	39.4	
1312396995.18586	40	39.99	39.4	
1312396996.14192	40	39.98	39.36	
1312396997.10188	40	39.97	39.37	
1312396998.06188	40	39.97	39.38	
1312396999.0179	40	40	39.4	
1312396999.97387	40	39.99	39.36	
1312397000.92988	40	39.98	39.4	
1312397001.88587	40	39.97	39.4	
1312397002.84188	40	39.97	39.4	
1312397003.79788	40	40.01	39.41	
1312397004.75786	40	39.98	39.39	
1312397005.71786	40	39.98	39.4	
1312397006.77386	40	39.99	39.38	
1312397007.72986	40	39.99	39.38	
1312397008.68586	40	39.98	39.35	
1312397009.64186	40	40	39.37	
1312397010.59786	40	40	39.39	
1312397011.55385	40	39.99	39.35	
1312397012.50986	40	39.98	39.35	
1312397013.46986	40	39.98	39.37	
1312397014.42986	40	39.98	39.36	
1312397015.38586	40	39.98	39.36	
1312397016.34187	40	40	39.37	
1312397017.42987	40	40.01	39.36	
1312397018.38585	40	40	39.33	
1312397019.34186	40	40	39.36	
1312397020.29786	40	39.99	39.36	
1312397021.25386	40	39.98	39.34	
1312397022.20986	40	39.99	39.35	
1312397023.16585	40	39.98	39.41	
1312397024.12185	40	40	39.38	
1312397025.08189	40	39.99	39.33	
1312397026.04185	40	39.98	39.32	
1312397026.99797	40	40.02	39.3	
1312397027.95385	40	39.97	39.31	
1312397028.90986	40	40.01	39.32	
1312397029.86585	40	40	39.3	
1312397030.82184	40	40.01	39.34	
1312397031.77786	40	39.98	39.36	
1312397032.73786	40	40.01	39.35	
1312397033.69791	40	39.99	39.33	
1312397034.65394	40	40	39.33	
1312397035.60987	40	39.98	39.35	
1312397036.57393	40	39.98	39.35	
1312397037.62995	40	39.98	39.33	
1312397038.58595	40	39.98	39.29	
1312397039.54193	40	39.98	39.28	
1312397040.50192	40	39.99	39.26	
1312397041.46186	40	40.01	39.3	
1312397042.42187	40	39.97	39.29	
1312397043.37792	40	40.01	39.31	
1312397044.33394	40	39.99	39.3	
1312397045.28988	40	40	39.29	
1312397046.24987	40	40	39.25	
1312397047.20985	40	40.01	39.28	
1312397048.28988	40	39.98	39.26	
1312397049.24588	40	40	39.26	
1312397050.20587	40	39.99	39.23	
1312397051.16587	40	40	39.25	
1312397052.12188	40	39.99	39.24	
1312397053.07786	40	39.98	39.24	
1312397054.03386	40	39.98	39.24	
1312397054.98985	40	40	39.23	
1312397055.94585	40	39.99	39.23	
1312397056.90185	40	39.99	39.23	
1312397057.96986	40	40.01	39.28	
1312397058.92985	40	39.97	39.22	
1312397059.88986	40	40.02	39.21	
1312397060.84585	40	39.99	39.19	
1312397061.80185	40	40	39.25	
1312397062.75786	40	40.01	39.23	
1312397063.71385	40	39.99	39.26	
1312397064.67387	40	40.02	39.28	
1312397065.63386	40	39.97	39.25	
1312397066.58987	40	40.02	39.22	
1312397067.54587	40	40	39.22	
1312397068.62986	40	40.01	39.25	
1312397069.58986	40	39.98	39.23	
1312397070.54585	40	40.01	39.22	
1312397071.50186	40	39.97	39.16	
1312397072.45786	40	40.01	39.19	
1312397073.41387	40	40	39.18	
1312397074.36986	40	39.99	39.18	
1312397075.32585	40	40	39.19	
1312397076.28586	40	39.98	39.23	
1312397077.24587	40	39.99	39.23	
1312397078.31073	40	40	39.23	
1312397079.26987	40	39.98	39.18	
1312397080.22586	40	39.99	39.18	
1312397081.18186	40	40	39.22	
1312397082.14186	40	39.98	39.22	
1312397083.10188	40	39.99	39.22	
1312397084.05786	40	40.01	39.2	
1312397085.01387	40	39.98	39.18	
1312397085.96986	40	40.02	39.18	
1312397086.92586	40	39.98	39.19	
1312397087.88186	40	40.02	39.21	
1312397088.96987	40	39.97	39.21	
1312397089.92586	40	40.02	39.2	
1312397090.88186	40	39.98	39.19	
1312397091.83786	40	40.01	39.22	
1312397092.79385	40	40	39.22	
1312397093.75385	40	40	39.21	
1312397094.71385	40	40.01	39.19	
1312397095.66985	40	39.99	39.2	
1312397096.62587	40	40.02	39.19	
1312397097.58185	40	39.98	39.19	
1312397098.53791	40	40.02	39.16	
