1312388959.069909	70.000000	68.270000	62.580000
1312388960.025884	70.000000	68.530000	64.630000
1312388960.981851	70.000000	68.670000	65.790000
1312388961.937906	70.000000	68.720000	66.300000
1312388962.893897	70.000000	68.790000	66.510000
1312388963.849875	70.000000	68.820000	66.530000
1312388964.805897	70.000000	68.860000	66.470000
1312388965.761856	70.000000	68.860000	66.360000
1312388966.901867	70.000000	68.900000	66.220000
1312388967.861859	70.000000	68.900000	66.140000
1312388968.817852	70.000000	68.930000	66.010000
1312388969.773863	70.000000	68.940000	65.910000
1312388970.729860	70.000000	68.950000	65.770000
1312388971.689856	70.000000	68.970000	65.640000
1312388972.649858	70.000000	68.980000	65.560000
1312388973.605857	70.000000	68.990000	65.530000
1312388974.561859	70.000000	69.020000	65.540000
1312388975.517852	70.000000	69.020000	65.580000
1312388976.473852	70.000000	69.050000	65.540000
1312388977.557861	70.000000	69.060000	65.480000
1312388978.517841	70.000000	69.050000	65.460000
1312388979.473857	70.000000	69.110000	65.540000
1312388980.429862	70.000000	69.100000	65.550000
1312388981.385854	70.000000	69.120000	65.420000
1312388982.341851	70.000000	69.140000	65.390000
1312388983.297854	70.000000	69.160000	65.490000
1312388984.257860	70.000000	69.170000	65.570000
1312388985.217861	70.000000	69.180000	65.630000
1312388986.173869	70.000000	69.200000	65.660000
1312388990.082272	70.000000	69.200000	65.670000
1312388991.041894	70.000000	69.250000	65.630000
1312388991.997896	70.000000	69.280000	65.710000
1312388992.953850	70.000000	69.280000	65.710000
1312388993.913903	70.000000	69.300000	65.600000
1312388994.873901	70.000000	69.320000	65.670000
1312388995.829917	70.000000	69.320000	65.750000
1312388996.785863	70.000000	69.350000	65.830000
1312388997.741856	70.000000	69.330000	65.730000
1312388998.697891	70.000000	69.380000	65.750000
1312388999.653844	70.000000	69.360000	65.710000
1312389000.717860	70.000000	69.380000	65.750000
1312389001.673893	70.000000	69.380000	65.820000
1312389002.629909	70.000000	69.390000	65.830000
1312389003.585940	70.000000	69.410000	65.820000
1312389004.541875	70.000000	69.410000	65.830000
1312389005.497897	70.000000	69.430000	65.800000
1312389006.453894	70.000000	69.450000	65.960000
1312389007.409894	70.000000	69.450000	65.980000
1312389008.365860	70.000000	69.460000	65.980000
1312389009.321921	70.000000	69.480000	65.980000
1312389010.281925	70.000000	69.470000	65.930000
1312389011.241881	70.000000	69.470000	65.980000
1312389012.197900	70.000000	69.500000	66.010000
1312389013.153913	70.000000	69.500000	65.960000
1312389014.109903	70.000000	69.500000	65.940000
1312389015.065905	70.000000	69.530000	65.930000
1312389016.021902	70.000000	69.520000	65.940000
1312389016.977935	70.000000	69.520000	65.920000
1312389017.937838	70.000000	69.560000	65.850000
1312389018.897899	70.000000	69.550000	65.820000
1312389019.853902	70.000000	69.550000	65.950000
1312389020.917897	70.000000	69.560000	65.930000
1312389021.873934	70.000000	69.570000	65.900000
1312389022.829851	70.000000	69.570000	65.870000
1312389023.785857	70.000000	69.570000	65.920000
1312389024.741846	70.000000	69.600000	65.980000
1312389025.697851	70.000000	69.610000	66.030000
1312389026.653840	70.000000	69.610000	66.000000
1312389027.609859	70.000000	69.600000	66.100000
1312389028.565877	70.000000	69.620000	65.920000
1312389029.521853	70.000000	69.630000	65.980000
1312389030.477913	70.000000	69.630000	65.980000
1312389031.573914	70.000000	69.620000	65.960000
1312389032.529904	70.000000	69.650000	65.930000
1312389033.485866	70.000000	69.650000	65.880000
1312389034.441898	70.000000	69.650000	65.880000
1312389035.397906	70.000000	69.640000	65.920000
1312389036.354353	70.000000	69.670000	65.960000
1312389037.313866	70.000000	69.660000	65.910000
1312389038.273911	70.000000	69.680000	66.000000
1312389039.233929	70.000000	69.680000	66.020000
1312389040.189864	70.000000	69.680000	66.040000
1312389041.254932	70.000000	69.690000	66.100000
1312389042.213878	70.000000	69.710000	66.120000
1312389043.177883	70.000000	69.700000	66.100000
1312389044.133866	70.000000	69.720000	66.130000
1312389045.089860	70.000000	69.720000	66.170000
1312389046.045893	70.000000	69.720000	66.180000
1312389047.001846	70.000000	69.730000	66.170000
1312389047.957856	70.000000	69.730000	66.050000
1312389048.913898	70.000000	69.750000	66.230000
1312389049.873872	70.000000	69.730000	66.260000
1312389050.833903	70.000000	69.750000	66.290000
1312389051.913908	70.000000	69.740000	66.360000
1312389052.869860	70.000000	69.760000	66.370000
1312389053.829904	70.000000	69.770000	66.390000
1312389054.789904	70.000000	69.780000	66.360000
1312389055.745863	70.000000	69.760000	66.260000
1312389056.701907	70.000000	69.780000	66.270000
1312389057.657899	70.000000	69.770000	66.260000
1312389058.613897	70.000000	69.780000	66.230000
1312389059.569891	70.000000	69.790000	66.220000
1312389060.525906	70.000000	69.790000	66.160000
1312389061.485950	70.000000	69.780000	66.140000
1312389062.445865	70.000000	69.800000	66.180000
