1312387873.60586	90.00	87.94	82.35	'Control '
1312387874.56186	90.00	88.11	83.12	'Silicon'
1312387875.52186	90.00	88.12	83.50	
1312387876.48186	90.00	88.20	83.68	
1312387877.43787	90.00	88.25	83.90	
1312387878.39386	90.00	88.30	83.76	
1312387879.34996	90.00	88.30	83.68	
1312387880.30588	90.00	88.33	83.58	
1312387881.31788	90.00	88.38	83.53	
1312387882.2739	90.00	88.40	83.58	
1312387883.22991	90.00	88.39	83.28	
1312387884.18587	90.00	88.43	83.34	
1312387885.14192	90.00	88.48	83.43	
1312387886.10188	90.00	88.48	83.42	
1312387887.06191	90.00	88.50	83.29	
1312387888.01789	90.00	88.53	83.23	
1312387888.97388	90.00	88.54	83.05	
1312387889.92989	90.00	88.56	83.05	
1312387890.99388	90.00	88.58	83.12	
1312387891.94989	90.00	88.62	83.12	
1312387892.90589	90.00	88.62	83.02	
1312387893.8619	90.00	88.68	83.07	
1312387894.81789	90.00	88.67	83.12	
1312387895.77388	90.00	88.70	83.15	
1312387896.72988	90.00	88.72	83.01	
1312387897.68586	90.00	88.73	83.08	
1312387898.6419	90.00	88.73	83.05	
1312387899.59792	90.00	88.76	83.29	
1312387900.5539	90.00	88.78	83.30	
1312387901.65387	90.00	88.82	83.33	
1312387902.6099	90.00	88.82	83.20	
1312387903.56589	90.00	88.86	83.42	
1312387904.52188	90.00	88.89	83.28	
1312387905.4779	90.00	88.90	83.26	
1312387906.43789	90.00	88.91	83.15	
1312387907.40187	90.00	88.95	83.12	
1312387908.36186	90.00	88.92	83.08	
1312387909.31788	90.00	88.98	83.24	
1312387910.27387	90.00	88.99	83.26	
1312387911.33487	90.00	89.00	83.24	
1312387912.29388	90.00	89.01	83.36	
1312387913.2539	90.00	89.02	83.50	
1312387914.20989	90.00	89.04	83.52	
1312387915.16592	90.00	89.08	83.50	
1312387916.12186	90.00	89.07	83.56	
1312387917.07789	90.00	89.10	83.56	
1312387918.0339	90.00	89.11	83.55	
1312387918.98986	90.00	89.11	83.44	
